122,156,216,1
123,159,219,1
124,160,220,1
124,160,220,1
125,161,221,1
125,161,221,1
125,161,221,1
124,160,220,1
124,160,220,1
122,158,218,1
122,158,218,1
121,157,217,1
120,156,216,1
120,156,216,1
119,155,215,1
118,154,214,1
118,154,214,1
111,149,207,1
111,149,207,1
112,149,207,1
113,150,208,1
113,150,208,1
114,151,209,1
116,150,209,1
116,150,209,1
117,151,210,1
117,151,210,1
119,151,210,1
120,152,211,1
121,153,212,1
121,153,212,1
123,153,212,1
122,154,213,1
113,152,207,1
111,152,207,1
110,151,206,1
110,151,206,1
109,150,205,1
108,149,204,1
109,148,203,1
109,148,203,1
110,149,204,1
108,147,202,1
108,145,201,1
108,145,201,1
108,145,201,1
107,144,200,1
106,141,197,1
101,139,193,1
103,143,195,1
99,142,191,1
99,140,189,1
99,140,189,1
100,141,190,1
100,141,190,1
101,141,190,1
100,140,189,1
101,141,190,1
101,141,190,1
102,139,189,1
101,138,188,1
99,136,186,1
98,135,185,1
97,134,184,1
96,133,183,1
97,134,184,1
96,133,183,1
97,132,182,1
94,131,181,1
96,131,181,1
156,176,231,1
156,176,231,1
157,177,232,1
158,178,233,1
158,178,233,1
159,179,234,1
160,180,235,1
160,180,235,1
162,182,237,1
159,179,234,1
156,176,231,1
155,175,230,1
156,176,231,1
158,178,233,1
159,179,234,1
159,178,235,1
159,177,236,1
151,169,230,1
147,165,226,1
149,167,228,1
151,169,230,1
149,167,228,1
146,165,226,1
147,166,227,1
145,166,227,1
145,166,227,1
147,168,229,1
148,169,230,1
148,172,232,1
149,173,233,1
151,175,235,1
149,175,235,1
147,176,233,1
144,174,231,1
139,168,225,1
137,164,221,1
144,168,226,1
155,177,235,1
161,180,241,1
159,178,239,1
157,175,238,1
154,175,237,1
158,179,241,1
153,176,238,1
141,166,230,1
140,167,231,1
142,169,233,1
132,160,224,1
129,161,227,1
129,161,227,1
129,161,227,1
130,162,228,1
130,162,228,1
131,163,229,1
131,163,229,1
131,163,229,1
131,163,229,1
129,161,227,1
128,160,226,1
129,161,227,1
131,163,229,1
133,165,231,1
133,165,231,1
133,165,231,1
127,162,228,1
127,165,230,1
125,163,227,1
119,157,221,1
118,156,220,1
121,160,222,1
122,161,223,1
119,159,218,1
120,160,219,1
121,161,219,1
122,162,220,1
123,164,219,1
123,164,219,1
123,165,218,1
123,165,218,1
122,164,217,1
121,161,219,1
121,161,219,1
121,161,219,1
120,160,218,1
120,160,219,1
119,159,218,1
119,158,220,1
119,158,220,1
119,157,221,1
119,157,221,1
118,156,221,1
117,155,220,1
115,152,220,1
114,151,219,1
113,149,219,1
115,149,219,1
116,149,218,1
121,153,219,1
123,155,221,1
123,155,221,1
122,154,220,1
120,152,217,1
120,152,217,1
121,153,218,1
121,154,217,1
119,152,215,1
120,153,216,1
125,158,221,1
126,160,220,1
124,158,218,1
124,158,218,1
127,161,221,1
123,159,219,1
124,161,219,1
124,161,219,1
124,161,219,1
124,161,219,1
123,160,218,1
122,159,217,1
121,158,216,1
122,159,217,1
121,158,216,1
121,158,216,1
120,157,215,1
120,157,215,1
121,158,216,1
121,158,216,1
122,159,217,1
122,160,218,1
121,159,217,1
120,157,215,1
119,156,214,1
118,155,213,1
117,154,212,1
119,153,212,1
119,153,212,1
119,153,212,1
118,152,211,1
120,152,211,1
119,151,210,1
119,151,210,1
120,152,211,1
122,152,211,1
121,153,212,1
112,151,206,1
108,152,205,1
108,152,205,1
107,151,204,1
109,151,204,1
108,150,203,1
108,150,203,1
108,150,203,1
111,151,204,1
110,150,203,1
109,149,202,1
108,148,201,1
108,146,200,1
107,145,199,1
108,146,200,1
108,146,200,1
106,146,198,1
103,146,195,1
103,144,193,1
102,143,192,1
101,142,191,1
100,141,190,1
101,141,190,1
101,141,190,1
98,138,187,1
98,138,187,1
100,137,187,1
99,136,186,1
99,136,186,1
98,135,185,1
98,135,185,1
98,135,185,1
97,134,184,1
94,134,183,1
95,132,182,1
92,132,181,1
94,131,181,1
56,54,44,2
58,56,46,2
11,9,0,2
19,17,9,2
8,6,0,2
2,2,0,2
15,16,12,2
23,24,20,2
0,2,0,2
2,3,1,2
3,4,2,2
4,4,4,2
1,1,1,2
2,0,1,2
2,0,0,2
16,13,9,2
28,27,17,2
42,42,26,2
45,48,23,2
48,50,21,2
54,57,25,2
64,65,31,2
62,64,28,2
60,61,27,2
65,67,31,2
61,64,25,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
61,65,24,2
60,64,23,2
60,64,23,2
60,64,23,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
62,66,24,2
62,66,24,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
64,69,24,2
64,69,24,2
64,69,24,2
67,68,24,2
67,68,24,2
66,67,23,2
67,68,24,2
67,68,24,2
68,69,25,2
69,70,26,2
70,71,27,2
76,78,32,2
77,79,33,2
79,81,35,2
80,82,36,2
80,82,36,2
80,82,36,2
79,81,35,2
79,82,33,2
80,83,34,2
80,83,33,2
80,83,33,2
80,83,33,2
80,83,33,2
80,83,33,2
81,84,34,2
81,84,34,2
82,85,36,2
80,83,34,2
78,81,32,2
74,77,28,2
71,74,25,2
69,72,23,2
68,71,22,2
68,71,22,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
70,72,26,2
70,72,26,2
70,72,26,2
70,72,26,2
71,73,27,2
71,73,27,2
71,73,27,2
71,73,27,2
74,74,26,2
74,74,26,2
75,75,27,2
76,76,28,2
77,78,28,2
77,78,28,2
78,79,29,2
78,79,29,2
79,80,30,2
80,81,31,2
80,82,30,2
81,83,31,2
81,83,31,2
82,84,32,2
82,84,32,2
83,85,33,2
84,86,34,2
84,86,34,2
85,87,35,2
85,87,35,2
86,88,36,2
87,89,37,2
87,89,37,2
87,89,37,2
87,89,37,2
88,90,38,2
88,90,38,2
89,91,39,2
90,92,40,2
91,93,41,2
93,95,43,2
94,96,44,2
102,102,48,2
103,104,48,2
104,105,49,2
105,106,50,2
106,107,51,2
107,108,52,2
108,109,53,2
108,109,53,2
109,110,54,2
112,113,57,2
113,114,58,2
111,112,56,2
111,112,56,2
114,115,59,2
114,115,59,2
112,112,58,2
118,119,69,2
164,164,116,2
186,186,138,2
178,178,130,2
178,178,130,2
183,183,135,2
181,178,133,2
181,178,133,2
181,178,133,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
182,179,134,2
181,178,133,2
181,178,134,2
181,178,134,2
181,178,134,2
181,178,134,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
181,178,134,2
181,178,134,2
180,177,133,2
180,177,133,2
179,176,132,2
179,176,132,2
178,175,131,2
178,175,131,2
178,175,131,2
179,176,132,2
179,176,132,2
180,177,133,2
180,177,133,2
180,177,133,2
181,178,134,2
180,177,133,2
180,177,133,2
179,176,132,2
179,176,132,2
178,175,131,2
177,174,130,2
177,174,130,2
176,173,129,2
176,173,129,2
175,172,127,2
175,172,127,2
175,172,127,2
175,172,127,2
175,172,127,2
175,172,127,2
176,173,128,2
176,173,128,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
174,172,124,2
173,171,123,2
172,170,122,2
170,168,120,2
169,167,119,2
169,167,119,2
169,167,119,2
169,167,119,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
169,168,118,2
169,168,118,2
169,168,118,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
169,168,118,2
167,166,116,2
165,164,114,2
164,163,113,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,110,2
162,161,110,2
162,161,110,2
163,162,111,2
163,162,111,2
163,162,111,2
163,162,111,2
163,162,111,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
164,163,112,2
164,163,112,2
164,163,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
198,197,163,2
198,197,163,2
198,197,163,2
198,197,163,2
198,197,163,2
197,196,162,2
197,196,162,2
197,196,162,2
198,197,163,2
199,198,164,2
199,198,164,2
199,198,164,2
199,198,164,2
201,200,166,2
203,203,167,2
203,201,166,2
203,201,166,2
204,202,167,2
204,202,167,2
204,202,167,2
205,203,168,2
205,203,169,2
205,203,169,2
206,204,170,2
206,204,170,2
207,204,173,2
207,204,173,2
207,204,173,2
206,203,172,2
205,202,171,2
204,201,170,2
199,198,164,2
197,198,164,2
197,198,164,2
197,198,164,2
197,198,164,2
196,198,162,2
196,197,163,2
195,197,161,2
195,194,160,2
194,193,159,2
194,193,159,2
194,192,161,2
195,193,162,2
196,194,163,2
198,196,166,2
199,197,166,2
196,197,165,2
195,196,162,2
194,195,163,2
194,195,161,2
193,194,160,2
193,194,160,2
195,194,160,2
195,195,159,2
194,194,158,2
193,193,157,2
195,194,156,2
197,196,158,2
199,198,160,2
199,198,160,2
198,197,159,2
196,195,157,2
197,195,160,2
198,196,161,2
198,196,161,2
199,197,162,2
199,197,162,2
200,198,163,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
201,198,160,2
204,201,163,2
200,198,158,2
205,203,162,2
182,180,139,2
169,168,124,2
171,171,125,2
171,171,125,2
168,168,120,2
168,168,120,2
168,168,120,2
168,168,120,2
168,168,120,2
168,168,120,2
168,168,120,2
168,168,120,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
164,164,116,2
165,165,117,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,118,2
164,164,118,2
164,164,118,2
165,165,119,2
165,165,119,2
166,166,120,2
166,166,120,2
167,167,121,2
166,166,118,2
167,167,119,2
167,167,119,2
168,168,120,2
168,168,120,2
168,168,120,2
168,168,120,2
168,169,119,2
174,173,122,2
169,169,115,2
169,168,117,2
140,139,88,2
131,130,80,2
127,126,76,2
132,130,82,2
137,135,87,2
156,153,108,2
173,170,125,2
187,184,140,2
186,183,139,2
181,177,136,2
182,178,137,2
184,180,139,2
183,179,138,2
182,180,140,2
182,180,140,2
182,180,140,2
182,180,140,2
180,180,140,2
181,181,141,2
181,181,141,2
181,181,141,2
181,181,141,2
182,182,142,2
182,181,143,2
182,181,143,2
181,182,143,2
181,182,143,2
180,181,142,2
180,181,142,2
173,174,135,2
194,196,160,2
174,175,141,2
147,152,121,2
28,30,8,2
3,6,0,2
3,4,0,2
14,15,11,2
0,0,0,2
2,1,3,2
11,9,9,2
23,23,17,2
41,40,26,2
54,56,34,2
66,68,39,2
70,72,43,2
59,60,40,2
17,16,2,2
6,4,0,2
7,4,0,2
2,0,0,2
2,0,1,2
2,1,5,2
1,0,4,2
0,1,2,2
0,1,1,2
1,2,0,2
1,2,0,2
1,2,0,2
1,2,0,2
3,1,1,2
3,1,1,2
0,1,0,2
1,2,0,2
3,2,0,2
2,1,0,2
6,3,0,2
15,12,7,2
26,22,17,2
32,28,23,2
27,23,18,2
7,3,0,2
4,1,0,2
8,7,3,2
2,1,0,2
12,13,11,2
4,7,5,2
0,2,0,2
0,1,0,2
2,3,0,2
3,4,2,2
0,0,0,2
2,0,1,2
5,3,3,2
20,17,13,2
32,31,21,2
49,49,33,2
48,50,28,2
45,46,20,2
48,50,20,2
61,62,30,2
65,66,32,2
62,63,29,2
63,65,29,2
61,64,25,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
62,66,24,2
62,66,24,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
64,69,24,2
64,69,24,2
64,69,24,2
68,69,25,2
67,68,24,2
67,68,24,2
67,68,24,2
68,69,25,2
70,71,27,2
72,73,29,2
73,74,30,2
77,79,33,2
78,80,34,2
79,81,35,2
80,82,36,2
80,82,36,2
80,82,36,2
80,82,36,2
79,82,33,2
80,83,33,2
80,83,33,2
80,83,33,2
80,83,33,2
81,84,34,2
81,84,34,2
81,84,34,2
81,84,34,2
81,84,35,2
81,84,35,2
81,84,35,2
78,81,32,2
74,77,28,2
71,74,25,2
69,72,23,2
68,71,22,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
70,72,26,2
70,72,26,2
71,73,27,2
71,73,27,2
71,73,27,2
72,74,28,2
72,74,28,2
72,74,28,2
75,75,27,2
75,75,27,2
76,76,28,2
77,77,29,2
77,78,28,2
78,79,29,2
79,80,30,2
79,80,30,2
80,81,31,2
80,81,31,2
81,83,31,2
81,83,31,2
82,84,32,2
82,84,32,2
83,85,33,2
83,85,33,2
85,87,35,2
85,87,35,2
86,88,36,2
86,88,36,2
87,89,37,2
88,90,38,2
88,90,38,2
88,90,38,2
88,90,38,2
88,90,38,2
89,91,39,2
90,92,40,2
91,93,41,2
94,96,44,2
96,98,46,2
97,100,45,2
106,106,52,2
106,107,51,2
106,107,51,2
106,107,51,2
107,108,52,2
108,109,53,2
108,109,53,2
108,109,53,2
105,106,50,2
109,110,54,2
113,114,58,2
113,114,58,2
113,114,58,2
114,115,59,2
113,114,58,2
111,111,57,2
109,110,60,2
149,149,101,2
178,178,130,2
181,181,133,2
179,179,131,2
181,181,133,2
180,180,134,2
177,177,131,2
179,179,133,2
179,179,133,2
179,178,134,2
179,178,134,2
179,178,134,2
179,178,134,2
179,178,134,2
179,178,134,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,179,134,2
182,179,134,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,134,2
181,178,134,2
181,178,134,2
181,178,134,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
181,178,134,2
181,178,134,2
181,178,134,2
180,177,133,2
180,177,133,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
180,177,133,2
180,177,133,2
179,176,132,2
178,175,131,2
177,174,130,2
177,174,130,2
176,173,129,2
176,173,129,2
176,173,129,2
176,173,129,2
176,173,128,2
176,173,128,2
175,172,127,2
175,172,127,2
175,172,127,2
175,172,127,2
176,173,128,2
176,173,128,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
173,171,123,2
173,171,123,2
171,169,121,2
170,168,120,2
169,167,119,2
169,167,119,2
169,167,119,2
169,167,119,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
169,168,118,2
169,168,118,2
169,168,118,2
170,169,119,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
164,163,112,2
164,163,112,2
164,163,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
198,198,162,2
198,198,162,2
198,198,162,2
198,198,162,2
198,198,162,2
198,198,162,2
198,198,162,2
196,196,160,2
197,197,161,2
197,197,161,2
196,196,160,2
196,196,160,2
197,197,161,2
199,199,163,2
201,201,165,2
201,199,164,2
201,200,162,2
202,200,165,2
202,200,165,2
203,201,166,2
203,201,166,2
204,202,167,2
204,202,167,2
206,204,170,2
205,203,169,2
206,204,170,2
208,206,172,2
211,206,175,2
210,205,174,2
206,201,170,2
201,198,167,2
196,195,161,2
197,197,161,2
198,198,162,2
199,199,163,2
198,198,162,2
198,199,160,2
197,197,161,2
197,198,159,2
193,193,157,2
193,193,157,2
194,192,157,2
194,192,158,2
194,192,158,2
195,193,159,2
196,193,162,2
196,195,161,2
196,197,163,2
195,197,161,2
193,194,160,2
193,195,159,2
196,196,160,2
196,196,160,2
194,194,158,2
192,192,156,2
197,195,160,2
196,195,157,2
195,194,156,2
196,195,157,2
198,197,159,2
199,198,160,2
200,197,159,2
199,196,158,2
198,196,161,2
198,196,161,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
199,197,162,2
201,198,160,2
204,201,163,2
199,197,157,2
204,202,161,2
175,173,132,2
165,164,120,2
166,166,120,2
165,165,119,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,116,2
164,164,116,2
164,164,116,2
165,165,117,2
165,165,117,2
161,161,113,2
161,161,113,2
161,161,113,2
162,162,114,2
162,162,114,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
163,163,115,2
164,164,118,2
164,164,118,2
164,164,118,2
165,165,119,2
165,165,119,2
166,166,120,2
166,166,120,2
167,167,121,2
166,166,118,2
166,166,118,2
167,167,119,2
168,168,120,2
168,168,120,2
169,169,121,2
169,169,121,2
168,169,119,2
172,171,120,2
171,170,119,2
175,174,123,2
145,144,93,2
132,131,81,2
129,128,78,2
143,141,93,2
157,155,107,2
175,172,127,2
184,181,137,2
188,184,143,2
183,179,138,2
180,175,136,2
184,179,140,2
185,180,141,2
182,177,138,2
182,179,141,2
182,179,141,2
182,179,141,2
182,179,141,2
182,179,141,2
182,179,141,2
180,179,141,2
181,180,142,2
180,179,141,2
180,179,141,2
181,180,142,2
181,180,142,2
180,181,142,2
180,181,142,2
181,182,143,2
182,183,144,2
186,187,148,2
172,174,138,2
180,181,147,2
171,176,145,2
139,141,119,2
16,19,3,2
4,5,0,2
0,1,0,2
0,0,1,2
5,4,6,2
17,15,15,2
30,30,24,2
46,46,30,2
58,61,36,2
68,70,40,2
72,74,45,2
38,38,20,2
11,9,0,2
9,6,1,2
6,2,1,2
2,0,1,2
5,1,6,2
0,0,4,2
2,1,5,2
0,1,2,2
0,1,1,2
1,2,0,2
1,2,0,2
1,2,0,2
1,2,0,2
3,1,1,2
3,1,0,2
0,1,0,2
3,5,0,2
5,5,0,2
2,2,0,2
4,1,0,2
9,6,1,2
14,10,5,2
15,10,7,2
5,0,0,2
23,18,15,2
5,2,0,2
5,3,2,2
5,3,2,2
2,2,2,2
0,0,0,2
9,12,10,2
0,1,0,2
1,2,0,2
1,2,0,2
0,0,0,2
2,0,1,2
8,6,6,2
19,16,12,2
25,24,14,2
39,39,23,2
37,39,17,2
30,31,5,2
31,33,3,2
50,51,19,2
63,64,32,2
62,63,31,2
59,60,26,2
61,64,25,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
61,65,24,2
62,66,25,2
62,66,25,2
62,66,24,2
62,66,24,2
62,67,22,2
62,67,22,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
63,68,23,2
64,69,24,2
64,69,24,2
64,69,24,2
68,69,25,2
68,69,25,2
67,68,24,2
68,69,25,2
69,70,26,2
72,73,29,2
75,77,31,2
77,79,33,2
77,79,33,2
77,79,33,2
78,80,34,2
79,81,35,2
80,82,36,2
80,82,36,2
80,83,34,2
79,82,33,2
80,83,33,2
80,83,33,2
80,83,33,2
80,83,33,2
81,84,34,2
81,84,34,2
81,84,34,2
81,84,34,2
80,83,34,2
82,85,36,2
83,86,37,2
81,84,35,2
77,80,31,2
72,75,26,2
70,73,24,2
68,71,22,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
69,71,25,2
70,72,26,2
71,73,27,2
71,73,27,2
71,73,27,2
72,74,28,2
73,75,29,2
73,75,29,2
73,75,29,2
75,75,27,2
76,76,28,2
76,77,27,2
77,78,28,2
78,79,29,2
79,80,30,2
79,80,30,2
80,81,31,2
80,81,31,2
81,82,32,2
81,83,31,2
82,84,32,2
82,84,32,2
83,85,33,2
83,85,33,2
83,85,33,2
86,88,36,2
86,88,36,2
87,89,37,2
87,89,37,2
88,90,38,2
88,90,38,2
89,91,39,2
89,91,39,2
89,91,39,2
90,92,40,2
90,92,40,2
91,93,41,2
94,96,44,2
96,98,46,2
99,101,49,2
101,104,49,2
105,105,51,2
106,107,51,2
107,108,52,2
108,109,53,2
109,110,54,2
109,110,54,2
108,109,53,2
108,109,53,2
107,108,52,2
107,108,52,2
109,110,54,2
113,114,58,2
115,116,60,2
115,116,60,2
114,115,59,2
113,113,59,2
111,113,61,2
127,128,78,2
159,159,111,2
183,183,135,2
183,183,135,2
177,177,129,2
178,178,132,2
181,181,135,2
179,179,133,2
179,179,133,2
179,178,134,2
179,178,134,2
179,178,134,2
179,178,134,2
179,178,134,2
179,178,134,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,180,132,2
182,179,134,2
182,179,134,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,133,2
181,178,134,2
181,178,134,2
181,178,134,2
181,178,134,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
182,179,135,2
181,178,134,2
181,178,134,2
181,178,134,2
181,178,134,2
181,178,134,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
179,176,132,2
178,175,131,2
177,174,130,2
176,173,129,2
175,172,128,2
175,172,128,2
174,171,127,2
177,174,129,2
177,174,129,2
177,174,129,2
177,174,129,2
176,173,128,2
176,173,128,2
176,173,128,2
176,173,128,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
176,174,126,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
175,173,125,2
173,171,123,2
172,170,122,2
171,169,121,2
170,168,120,2
169,167,119,2
169,167,119,2
169,167,119,2
169,167,119,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
170,168,120,2
169,168,118,2
169,168,118,2
169,168,118,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
170,169,119,2
171,170,120,2
170,169,119,2
168,167,117,2
166,165,115,2
165,164,114,2
163,162,112,2
163,162,112,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,111,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
162,161,110,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
165,164,113,2
164,163,112,2
164,163,112,2
164,163,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
163,162,112,2
255,255,255,2
197,197,161,2
197,197,161,2
197,197,161,2
198,198,162,2
198,198,162,2
198,198,162,2
198,198,162,2
196,196,160,2
197,197,161,2
196,196,160,2
195,195,159,2
194,194,158,2
195,195,159,2
197,197,161,2
199,200,161,2
198,197,159,2
198,197,159,2
198,197,159,2
199,198,160,2
199,197,162,2
200,199,161,2
200,198,163,2
201,199,164,2
204,202,167,2
203,201,166,2
203,201,166,2
206,204,169,2
210,205,172,2
209,204,171,2
203,198,165,2
197,195,161,2
194,192,157,2
195,196,157,2
197,197,161,2
198,199,160,2
198,199,160,2
197,198,159,2
197,198,159,2
197,198,159,2
194,195,156,2
195,196,157,2
196,195,157,2
196,194,159,2
196,194,159,2
196,194,159,2
196,194,159,2
196,194,159,2
198,198,162,2
194,197,158,2
194,194,158,2
194,195,156,2
196,196,160,2
196,197,158,2
193,193,157,2
190,191,152,2
200,199,161,2
198,197,159,2
